student_username,contact_name,relation,mobile,notes
dps.stu.03390,Prajapati Family,Parent,+91-9600003390,Generated local testing contact
dps.stu.03391,Chauhan Family,Parent,+91-9600003391,Generated local testing contact
dps.stu.03392,Rathod Family,Parent,+91-9600003392,Generated local testing contact
dps.stu.03393,Vyas Family,Parent,+91-9600003393,Generated local testing contact
dps.stu.03394,Dave Family,Parent,+91-9600003394,Generated local testing contact
dps.stu.03395,Bhatt Family,Parent,+91-9600003395,Generated local testing contact
dps.stu.03396,Panchal Family,Parent,+91-9600003396,Generated local testing contact
dps.stu.03397,Makwana Family,Parent,+91-9600003397,Generated local testing contact
dps.stu.03398,Jadeja Family,Parent,+91-9600003398,Generated local testing contact
dps.stu.03399,Gohil Family,Parent,+91-9600003399,Generated local testing contact
dps.stu.03400,Barot Family,Parent,+91-9600003400,Generated local testing contact
dps.stu.03401,Patel Family,Parent,+91-9600003401,Generated local testing contact
dps.stu.03402,Shah Family,Parent,+91-9600003402,Generated local testing contact
dps.stu.03403,Desai Family,Parent,+91-9600003403,Generated local testing contact
dps.stu.03404,Mehta Family,Parent,+91-9600003404,Generated local testing contact
dps.stu.03405,Joshi Family,Parent,+91-9600003405,Generated local testing contact
dps.stu.03406,Trivedi Family,Parent,+91-9600003406,Generated local testing contact
dps.stu.03407,Parmar Family,Parent,+91-9600003407,Generated local testing contact
dps.stu.03408,Solanki Family,Parent,+91-9600003408,Generated local testing contact
dps.stu.03409,Thakkar Family,Parent,+91-9600003409,Generated local testing contact
dps.stu.03410,Prajapati Family,Parent,+91-9600003410,Generated local testing contact
dps.stu.03411,Chauhan Family,Parent,+91-9600003411,Generated local testing contact
dps.stu.03412,Rathod Family,Parent,+91-9600003412,Generated local testing contact
dps.stu.03413,Vyas Family,Parent,+91-9600003413,Generated local testing contact
dps.stu.03414,Dave Family,Parent,+91-9600003414,Generated local testing contact
dps.stu.03415,Bhatt Family,Parent,+91-9600003415,Generated local testing contact
dps.stu.03416,Panchal Family,Parent,+91-9600003416,Generated local testing contact
dps.stu.03417,Makwana Family,Parent,+91-9600003417,Generated local testing contact
dps.stu.03418,Jadeja Family,Parent,+91-9600003418,Generated local testing contact
dps.stu.03419,Gohil Family,Parent,+91-9600003419,Generated local testing contact
dps.stu.03420,Barot Family,Parent,+91-9600003420,Generated local testing contact
dps.stu.03421,Patel Family,Parent,+91-9600003421,Generated local testing contact
dps.stu.03422,Shah Family,Parent,+91-9600003422,Generated local testing contact
dps.stu.03423,Desai Family,Parent,+91-9600003423,Generated local testing contact
dps.stu.03424,Mehta Family,Parent,+91-9600003424,Generated local testing contact
dps.stu.03425,Joshi Family,Parent,+91-9600003425,Generated local testing contact
dps.stu.03426,Trivedi Family,Parent,+91-9600003426,Generated local testing contact
dps.stu.03427,Parmar Family,Parent,+91-9600003427,Generated local testing contact
dps.stu.03428,Solanki Family,Parent,+91-9600003428,Generated local testing contact
dps.stu.03429,Thakkar Family,Parent,+91-9600003429,Generated local testing contact
dps.stu.03430,Prajapati Family,Parent,+91-9600003430,Generated local testing contact
dps.stu.03431,Chauhan Family,Parent,+91-9600003431,Generated local testing contact
dps.stu.03432,Rathod Family,Parent,+91-9600003432,Generated local testing contact
dps.stu.03433,Vyas Family,Parent,+91-9600003433,Generated local testing contact
dps.stu.03434,Dave Family,Parent,+91-9600003434,Generated local testing contact
dps.stu.03435,Bhatt Family,Parent,+91-9600003435,Generated local testing contact
dps.stu.03436,Panchal Family,Parent,+91-9600003436,Generated local testing contact
dps.stu.03437,Makwana Family,Parent,+91-9600003437,Generated local testing contact
dps.stu.03438,Jadeja Family,Parent,+91-9600003438,Generated local testing contact
dps.stu.03439,Gohil Family,Parent,+91-9600003439,Generated local testing contact
dps.stu.03440,Barot Family,Parent,+91-9600003440,Generated local testing contact
dps.stu.03441,Patel Family,Parent,+91-9600003441,Generated local testing contact
dps.stu.03442,Shah Family,Parent,+91-9600003442,Generated local testing contact
dps.stu.03443,Desai Family,Parent,+91-9600003443,Generated local testing contact
dps.stu.03444,Mehta Family,Parent,+91-9600003444,Generated local testing contact
dps.stu.03445,Joshi Family,Parent,+91-9600003445,Generated local testing contact
dps.stu.03446,Trivedi Family,Parent,+91-9600003446,Generated local testing contact
dps.stu.03447,Parmar Family,Parent,+91-9600003447,Generated local testing contact
dps.stu.03448,Solanki Family,Parent,+91-9600003448,Generated local testing contact
dps.stu.03449,Thakkar Family,Parent,+91-9600003449,Generated local testing contact
dps.stu.03450,Prajapati Family,Parent,+91-9600003450,Generated local testing contact
dps.stu.03451,Chauhan Family,Parent,+91-9600003451,Generated local testing contact
dps.stu.03452,Rathod Family,Parent,+91-9600003452,Generated local testing contact
dps.stu.03453,Vyas Family,Parent,+91-9600003453,Generated local testing contact
dps.stu.03454,Dave Family,Parent,+91-9600003454,Generated local testing contact
dps.stu.03455,Bhatt Family,Parent,+91-9600003455,Generated local testing contact
dps.stu.03456,Panchal Family,Parent,+91-9600003456,Generated local testing contact
dps.stu.03457,Makwana Family,Parent,+91-9600003457,Generated local testing contact
dps.stu.03458,Jadeja Family,Parent,+91-9600003458,Generated local testing contact
dps.stu.03459,Gohil Family,Parent,+91-9600003459,Generated local testing contact
dps.stu.03460,Barot Family,Parent,+91-9600003460,Generated local testing contact
dps.stu.03461,Patel Family,Parent,+91-9600003461,Generated local testing contact
dps.stu.03462,Shah Family,Parent,+91-9600003462,Generated local testing contact
dps.stu.03463,Desai Family,Parent,+91-9600003463,Generated local testing contact
dps.stu.03464,Mehta Family,Parent,+91-9600003464,Generated local testing contact
dps.stu.03465,Joshi Family,Parent,+91-9600003465,Generated local testing contact
dps.stu.03466,Trivedi Family,Parent,+91-9600003466,Generated local testing contact
dps.stu.03467,Parmar Family,Parent,+91-9600003467,Generated local testing contact
dps.stu.03468,Solanki Family,Parent,+91-9600003468,Generated local testing contact
dps.stu.03469,Thakkar Family,Parent,+91-9600003469,Generated local testing contact
dps.stu.03470,Prajapati Family,Parent,+91-9600003470,Generated local testing contact
dps.stu.03471,Chauhan Family,Parent,+91-9600003471,Generated local testing contact
dps.stu.03472,Rathod Family,Parent,+91-9600003472,Generated local testing contact
dps.stu.03473,Vyas Family,Parent,+91-9600003473,Generated local testing contact
dps.stu.03474,Dave Family,Parent,+91-9600003474,Generated local testing contact
dps.stu.03475,Bhatt Family,Parent,+91-9600003475,Generated local testing contact
dps.stu.03476,Panchal Family,Parent,+91-9600003476,Generated local testing contact
dps.stu.03477,Makwana Family,Parent,+91-9600003477,Generated local testing contact
dps.stu.03478,Jadeja Family,Parent,+91-9600003478,Generated local testing contact
dps.stu.03479,Gohil Family,Parent,+91-9600003479,Generated local testing contact
dps.stu.03480,Barot Family,Parent,+91-9600003480,Generated local testing contact
dps.stu.03481,Patel Family,Parent,+91-9600003481,Generated local testing contact
dps.stu.03482,Shah Family,Parent,+91-9600003482,Generated local testing contact
dps.stu.03483,Desai Family,Parent,+91-9600003483,Generated local testing contact
dps.stu.03484,Mehta Family,Parent,+91-9600003484,Generated local testing contact
dps.stu.03485,Joshi Family,Parent,+91-9600003485,Generated local testing contact
dps.stu.03486,Trivedi Family,Parent,+91-9600003486,Generated local testing contact
dps.stu.03487,Parmar Family,Parent,+91-9600003487,Generated local testing contact
dps.stu.03488,Solanki Family,Parent,+91-9600003488,Generated local testing contact
dps.stu.03489,Thakkar Family,Parent,+91-9600003489,Generated local testing contact
dps.stu.03490,Prajapati Family,Parent,+91-9600003490,Generated local testing contact
dps.stu.03491,Chauhan Family,Parent,+91-9600003491,Generated local testing contact
dps.stu.03492,Rathod Family,Parent,+91-9600003492,Generated local testing contact
dps.stu.03493,Vyas Family,Parent,+91-9600003493,Generated local testing contact
dps.stu.03494,Dave Family,Parent,+91-9600003494,Generated local testing contact
dps.stu.03495,Bhatt Family,Parent,+91-9600003495,Generated local testing contact
dps.stu.03496,Panchal Family,Parent,+91-9600003496,Generated local testing contact
dps.stu.03497,Makwana Family,Parent,+91-9600003497,Generated local testing contact
dps.stu.03498,Jadeja Family,Parent,+91-9600003498,Generated local testing contact
dps.stu.03499,Gohil Family,Parent,+91-9600003499,Generated local testing contact
dps.stu.03500,Barot Family,Parent,+91-9600003500,Generated local testing contact
dps.stu.03501,Patel Family,Parent,+91-9600003501,Generated local testing contact
dps.stu.03502,Shah Family,Parent,+91-9600003502,Generated local testing contact
dps.stu.03503,Desai Family,Parent,+91-9600003503,Generated local testing contact
dps.stu.03504,Mehta Family,Parent,+91-9600003504,Generated local testing contact
dps.stu.03505,Joshi Family,Parent,+91-9600003505,Generated local testing contact
dps.stu.03506,Trivedi Family,Parent,+91-9600003506,Generated local testing contact
dps.stu.03507,Parmar Family,Parent,+91-9600003507,Generated local testing contact
dps.stu.03508,Solanki Family,Parent,+91-9600003508,Generated local testing contact
dps.stu.03509,Thakkar Family,Parent,+91-9600003509,Generated local testing contact
dps.stu.03510,Prajapati Family,Parent,+91-9600003510,Generated local testing contact
dps.stu.03511,Chauhan Family,Parent,+91-9600003511,Generated local testing contact
dps.stu.03512,Rathod Family,Parent,+91-9600003512,Generated local testing contact
dps.stu.03513,Vyas Family,Parent,+91-9600003513,Generated local testing contact
dps.stu.03514,Dave Family,Parent,+91-9600003514,Generated local testing contact
dps.stu.03515,Bhatt Family,Parent,+91-9600003515,Generated local testing contact
dps.stu.03516,Panchal Family,Parent,+91-9600003516,Generated local testing contact
dps.stu.03517,Makwana Family,Parent,+91-9600003517,Generated local testing contact
dps.stu.03518,Jadeja Family,Parent,+91-9600003518,Generated local testing contact
dps.stu.03519,Gohil Family,Parent,+91-9600003519,Generated local testing contact
dps.stu.03520,Barot Family,Parent,+91-9600003520,Generated local testing contact
dps.stu.03521,Patel Family,Parent,+91-9600003521,Generated local testing contact
dps.stu.03522,Shah Family,Parent,+91-9600003522,Generated local testing contact
dps.stu.03523,Desai Family,Parent,+91-9600003523,Generated local testing contact
dps.stu.03524,Mehta Family,Parent,+91-9600003524,Generated local testing contact
dps.stu.03525,Joshi Family,Parent,+91-9600003525,Generated local testing contact
dps.stu.03526,Trivedi Family,Parent,+91-9600003526,Generated local testing contact
dps.stu.03527,Parmar Family,Parent,+91-9600003527,Generated local testing contact
dps.stu.03528,Solanki Family,Parent,+91-9600003528,Generated local testing contact
dps.stu.03529,Thakkar Family,Parent,+91-9600003529,Generated local testing contact
dps.stu.03530,Prajapati Family,Parent,+91-9600003530,Generated local testing contact
dps.stu.03531,Chauhan Family,Parent,+91-9600003531,Generated local testing contact
dps.stu.03532,Rathod Family,Parent,+91-9600003532,Generated local testing contact
dps.stu.03533,Vyas Family,Parent,+91-9600003533,Generated local testing contact
dps.stu.03534,Dave Family,Parent,+91-9600003534,Generated local testing contact
dps.stu.03535,Bhatt Family,Parent,+91-9600003535,Generated local testing contact
dps.stu.03536,Panchal Family,Parent,+91-9600003536,Generated local testing contact
dps.stu.03537,Makwana Family,Parent,+91-9600003537,Generated local testing contact
dps.stu.03538,Jadeja Family,Parent,+91-9600003538,Generated local testing contact
dps.stu.03539,Gohil Family,Parent,+91-9600003539,Generated local testing contact
dps.stu.03540,Barot Family,Parent,+91-9600003540,Generated local testing contact
dps.stu.03541,Patel Family,Parent,+91-9600003541,Generated local testing contact
dps.stu.03542,Shah Family,Parent,+91-9600003542,Generated local testing contact
dps.stu.03543,Desai Family,Parent,+91-9600003543,Generated local testing contact
dps.stu.03544,Mehta Family,Parent,+91-9600003544,Generated local testing contact
dps.stu.03545,Joshi Family,Parent,+91-9600003545,Generated local testing contact
dps.stu.03546,Trivedi Family,Parent,+91-9600003546,Generated local testing contact
dps.stu.03547,Parmar Family,Parent,+91-9600003547,Generated local testing contact
dps.stu.03548,Solanki Family,Parent,+91-9600003548,Generated local testing contact
dps.stu.03549,Thakkar Family,Parent,+91-9600003549,Generated local testing contact
dps.stu.03550,Prajapati Family,Parent,+91-9600003550,Generated local testing contact
dps.stu.03551,Chauhan Family,Parent,+91-9600003551,Generated local testing contact
dps.stu.03552,Rathod Family,Parent,+91-9600003552,Generated local testing contact
dps.stu.03553,Vyas Family,Parent,+91-9600003553,Generated local testing contact
dps.stu.03554,Dave Family,Parent,+91-9600003554,Generated local testing contact
dps.stu.03555,Bhatt Family,Parent,+91-9600003555,Generated local testing contact
dps.stu.03556,Panchal Family,Parent,+91-9600003556,Generated local testing contact
dps.stu.03557,Makwana Family,Parent,+91-9600003557,Generated local testing contact
dps.stu.03558,Jadeja Family,Parent,+91-9600003558,Generated local testing contact
dps.stu.03559,Gohil Family,Parent,+91-9600003559,Generated local testing contact
dps.stu.03560,Barot Family,Parent,+91-9600003560,Generated local testing contact
dps.stu.03561,Patel Family,Parent,+91-9600003561,Generated local testing contact
dps.stu.03562,Shah Family,Parent,+91-9600003562,Generated local testing contact
dps.stu.03563,Desai Family,Parent,+91-9600003563,Generated local testing contact
